Accordingly , the 1962 Roman Missal , the edition whose continued use as an extraordinary form of the Roman Rite is authorized by the motu proprio `` Summorum Pontificum '' , also has no mention of her .	<arg1> the edition </arg1> <rel> continued </rel> <arg2> use as an extraordinary form of the Roman Rite </arg2>	-0.05614815279841423
Additionally , the French Community of Belgium has controversially begun referring to itself exclusively as the ` Wallonia-Brussels Federation ' to emphasize the links between the French Community , Wallonia and Brussels .	<arg1> the French Community of Belgium </arg1> <rel> has begun </rel> <arg2> referring to itself exclusively as the ` Wallonia-Brussels Federation to emphasize the links between the French Community , Wallonia and Brussels </arg2>	-0.04697250947356224
Additionally , the French Community of Belgium has controversially begun referring to itself exclusively as the ` Wallonia-Brussels Federation ' to emphasize the links between the French Community , Wallonia and Brussels .	<arg1> the French Community of Belgium </arg1> <rel> has begun </rel> <arg2> referring to itself exclusively as the Wallonia-Brussels Federation to emphasize the links between the French Community Wallonia and Brussels Additionally </arg2>	-0.08722914755344391
After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .	<arg1> locomotives </arg1> <rel> pulled </rel> <arg2> trains the whole length of the Victoria and Waterloo tunnels </arg2>	-0.011133996769785881
After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .	<arg1> cable hauling </arg1> <rel> ceased </rel> <arg2> </arg2>	-0.08416833728551865
After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth .	<arg1> the Colonials </arg1> <rel> found </rel> <arg2> a primitive , lush and vibrant new world After five years of searching </arg2>	-0.02853449247777462
After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth .	<arg1> the Colonials </arg1> <rel> named </rel> <arg2> it Earth </arg2>	-0.029626773670315742
After leaving `` Hex '' , Cole went on to appear as Blanche Ingram in the critically acclaimed `` Jane Eyre '' TV serial for the BBC and guest starred as Lilith in the `` Doctor Who '' episode `` The Shakespeare Code '' .	<arg1> Cole </arg1> <rel> went on </rel> <arg2> to appear as Blanche Ingram in the critically acclaimed Jane Eyre TV serial for the BBC and guest starred as Lilith in the Doctor episode The Shakespeare Code </arg2>	-0.07234404981136322
After the battle , Battra rested in the Arctic Ocean , whereas Mothra retired to Infant Island , accompanied by the two Cosmos .	<arg1> Battra </arg1> <rel> rested </rel> <arg2> in the Arctic Ocean After the battle </arg2>	-0.03282328322529793
After the battle , Battra rested in the Arctic Ocean , whereas Mothra retired to Infant Island , accompanied by the two Cosmos .	<arg1> Mothra </arg1> <rel> retired </rel> <arg2> to Infant Island </arg2>	-0.03489036485552788
After the battle , Battra rested in the Arctic Ocean , whereas Mothra retired to Infant Island , accompanied by the two Cosmos .	<arg1> Infant Island </arg1> <rel> accompanied </rel> <arg2> by the two Cosmos </arg2>	-0.06990215182304382
After this point many of the republicans were arrested in Free State `` round ups '' when they had come out of hiding and returned home .	<arg1> many of the republicans </arg1> <rel> were arrested </rel> <arg2> in Free State when they had come out of hiding and returned home After this point </arg2>	-0.038265738636255264
After this point many of the republicans were arrested in Free State `` round ups '' when they had come out of hiding and returned home .	<arg1> they </arg1> <rel> returned </rel> <arg2> home </arg2>	-0.0644107386469841
After this point many of the republicans were arrested in Free State `` round ups '' when they had come out of hiding and returned home .	<arg1> they </arg1> <rel> had come out </rel> <arg2> of hiding </arg2>	-0.15251877903938293
Although Knievel broke his arms , he was more distraught over a permanent injury his accident caused to the cameraman .	<arg1> Knievel </arg1> <rel> broke </rel> <arg2> his arms </arg2>	-0.02117435820400715
Although Knievel broke his arms , he was more distraught over a permanent injury his accident caused to the cameraman .	<arg1> he </arg1> <rel> was </rel> <arg2> more distraught over a permanent injury </arg2>	-0.018853187561035156
Although Knievel broke his arms , he was more distraught over a permanent injury his accident caused to the cameraman .	<arg1> a permanent injury </arg1> <rel> caused </rel> <arg2> to the cameraman </arg2>	-0.03796440735459328
Although under constant attack from kamikazes as well as fighters and dive-bombers , `` Hazelwood '' came through the invasion untouched and on the night of 25 February sank two small enemy freighters with her guns .	<arg1> Hazelwood </arg1> <rel> came </rel> <arg2> through the invasion untouched under constant attack from kamikazes as well as fighters and dive-bombers </arg2>	-0.03268175572156906
Although under constant attack from kamikazes as well as fighters and dive-bombers , `` Hazelwood '' came through the invasion untouched and on the night of 25 February sank two small enemy freighters with her guns .	<arg1> Hazelwood </arg1> <rel> sank </rel> <arg2> two small enemy freighters with her guns on the night of 25 February </arg2>	-0.07287129014730453
An animal that cares for its young but shows no other sociality traits is said to be `` subsocial '' .	<arg1> An animal </arg1> <rel> cares </rel> <arg2> for its young </arg2>	-0.040124598890542984
An animal that cares for its young but shows no other sociality traits is said to be `` subsocial '' .	<arg1> An animal that cares for its young but shows no other sociality traits </arg1> <rel> to be </rel> <arg2> subsocial </arg2>	-0.029253335669636726
An animal that cares for its young but shows no other sociality traits is said to be `` subsocial '' .	<arg1> An animal that cares for its young but shows no other sociality traits </arg1> <rel> is said </rel> <arg2> </arg2>	-0.02725801058113575
An original limited artist edition of 250 was published in 1989 and was an oversized fine press slip-cased book with stainless steel faced boards and digital clock inset into the front cover .	<arg1> An original limited artist edition of 250 </arg1> <rel> was published </rel> <arg2> in 1989 </arg2>	-0.007796979509294033
An original limited artist edition of 250 was published in 1989 and was an oversized fine press slip-cased book with stainless steel faced boards and digital clock inset into the front cover .	<arg1> An original limited artist edition of 250 </arg1> <rel> was </rel> <arg2> an oversized fine press slip-cased book with stainless steel faced boards and digital clock inset into the front cover </arg2>	-0.015397057868540287
And ABS has formed a partnership with Habitat for Humanity to give a free Bible to each of its new homeowners in the United States .	<arg1> ABS </arg1> <rel> has formed </rel> <arg2> a partnership with Habitat for Humanity to give a free Bible to each of its new homeowners in the United States </arg2>	-0.006882776971906424
And he was in Ali 's army in the Battle of Jamal and later it was Muhammad ibn Abu Bakr who escorted Aisha back to Madina .	<arg1> he </arg1> <rel> was </rel> <arg2> in Ali 's army in the Battle of Jamal </arg2>	-0.023629674687981606
And he was in Ali 's army in the Battle of Jamal and later it was Muhammad ibn Abu Bakr who escorted Aisha back to Madina .	<arg1> Muhammad ibn Abu Bakr </arg1> <rel> escorted </rel> <arg2> Aisha back to Madina </arg2>	-0.02505946159362793
And he was in Ali 's army in the Battle of Jamal and later it was Muhammad ibn Abu Bakr who escorted Aisha back to Madina .	<arg1> it </arg1> <rel> was </rel> <arg2> Muhammad ibn Abu Bakr later </arg2>	-0.019569942727684975
Andrea Bianco 's atlas of 1436 comprises ten leaves of vellum , measuring , in an 18th-century binding .	<arg1> Andrea Bianco 's atlas of 1436 </arg1> <rel> comprises </rel> <arg2> ten leaves of vellum </arg2>	-0.0019310712814331055
Andrea Bianco 's atlas of 1436 comprises ten leaves of vellum , measuring , in an 18th-century binding .	<arg1> Andrea Bianco 's atlas of 1436 </arg1> <rel> comprises </rel> <arg2> ten leaves of vellum measuring in an 18th-century binding </arg2>	-0.017302170395851135
Apartment buildings , shops , medical clinics , cinemas etc. were built in close proximity to the MAZ plant , providing plant workers with local necessities .	<arg1> Apartment buildings , shops , medical clinics , cinemas etc. </arg1> <rel> were built </rel> <arg2> in close proximity to the MAZ plant </arg2>	-0.004813182167708874
Apartment buildings , shops , medical clinics , cinemas etc. were built in close proximity to the MAZ plant , providing plant workers with local necessities .	<arg1> Apartment buildings , shops , medical clinics , cinemas etc. </arg1> <rel> were built </rel> <arg2> in close proximity to the MAZ plant providing plant workers with local necessities </arg2>	-0.047976598143577576
Applications can use this service to record activity for a production system while implementations of other OSIDs can use the service to record detailed data during development , debugging , or analyzing performance .	<arg1> implementations of other OSIDs </arg1> <rel> can use </rel> <arg2> the service to record detailed data during development , debugging , or analyzing performance </arg2>	-0.023333050310611725
Applications can use this service to record activity for a production system while implementations of other OSIDs can use the service to record detailed data during development , debugging , or analyzing performance .	<arg1> Applications </arg1> <rel> can use this service to record </rel> <arg2> activity for a production system </arg2>	-0.0678764060139656
Applying this technique facilitates the connection of the center of the foot with the lower abdomen .	<arg1> Applying this technique </arg1> <rel> facilitates </rel> <arg2> the connection of the center of the foot with the lower abdomen </arg2>	-0.00019095036259386688
As Attorney General he clashed with Daniel O'Connell when he insisted , against O'Connell 's wishes , on the appointment of Abraham Brewster as Law Adviser to the Lord Lieutenant of Ireland .	<arg1> he </arg1> <rel> clashed </rel> <arg2> with Daniel O'Connell when he insisted , against O'Connell 's wishes , on the appointment of Abraham Brewster as Law Adviser to the Lord Lieutenant of Ireland </arg2>	-0.005245313514024019
As Attorney General he clashed with Daniel O'Connell when he insisted , against O'Connell 's wishes , on the appointment of Abraham Brewster as Law Adviser to the Lord Lieutenant of Ireland .	<arg1> he </arg1> <rel> insisted </rel> <arg2> against O'Connell 's wishes on the appointment of Abraham Brewster as Law Adviser to the Lord Lieutenant of Ireland </arg2>	-0.04073677584528923
As a group , the team was enshrined into the Basketball Hall of Fame in 1959 .	<arg1> the team </arg1> <rel> was enshrined </rel> <arg2> into the Basketball Hall of Fame in 1959 </arg2>	-4.218926187604666e-05
As a result , it becomes clear that the microbe can not survive outside a narrow pH range .	<arg1> it </arg1> <rel> becomes </rel> <arg2> clear that the microbe can not survive outside a narrow pH range </arg2>	-0.0013482354115694761
As a result , the lower river had to be dredged three times in two years .	<arg1> the lower river </arg1> <rel> to be dredged </rel> <arg2> three times in two years </arg2>	-0.00022602081298828125
As early as the 15th century , the French kings sent commissioners to the provinces to inspect on royal and administrative affairs and to take necessary action .	<arg1> the French kings </arg1> <rel> sent </rel> <arg2> commissioners to the provinces to inspect on royal and administrative affairs and to take necessary action As early as the 15th century </arg2>	-0.004888525698333979
As in his first novel , Armah contrasts the two worlds of materialism and moral values , corruption and dreams , two worlds of integrity and social pressure .	<arg1> Armah </arg1> <rel> contrasts </rel> <arg2> the two worlds of materialism and moral values , corruption and dreams , two worlds of integrity and social pressure </arg2>	-0.007403327152132988
As is true for all sensors , absolute accuracy of a measurement requires a functionality for calibration .	<arg1> absolute accuracy of a measurement </arg1> <rel> requires </rel> <arg2> a functionality for calibration </arg2>	-6.523132469737902e-05
As of `` A Wind in the Door '' , Sandy aspires to become a banker , on the grounds that it is practical and lucrative .	<arg1> Sandy </arg1> <rel> aspires </rel> <arg2> to become a banker on the grounds that it is practical and lucrative </arg2>	-0.10068432241678238
As of `` A Wind in the Door '' , Sandy aspires to become a banker , on the grounds that it is practical and lucrative .	<arg1> Sandy </arg1> <rel> aspires </rel> <arg2> to become a banker As of A Wind in the Door </arg2>	-0.051573339849710464
As of `` A Wind in the Door '' , Sandy aspires to become a banker , on the grounds that it is practical and lucrative .	<arg1> Sandy </arg1> <rel> aspires to become </rel> <arg2> a banker </arg2>	-0.12735481560230255
As part of several efforts to have the Gypsy Horse recognized as a breed outside the Romanichal community , a more descriptive name was sought for it , starting in the 1990s .	<arg1> a more descriptive name </arg1> <rel> was sought </rel> <arg2> for it starting in the 1990s </arg2>	-0.025546256452798843
As part of several efforts to have the Gypsy Horse recognized as a breed outside the Romanichal community , a more descriptive name was sought for it , starting in the 1990s .	<arg1> the Gypsy Horse </arg1> <rel> recognized </rel> <arg2> as a breed outside the Romanichal community </arg2>	-0.008180888369679451
Assisting in the recording process were Fernando Cabello and two friends of the group , Eva Dalda and Lydia Iovanne .	<arg1> Assisting in the recording process </arg1> <rel> were </rel> <arg2> Fernando Cabello and two friends of the group , Eva Dalda and Lydia Iovanne </arg2>	-0.017324700951576233
At a presentation in the Toronto Pearson International Airport hangar , Celine Dion helped the newly solvent airline debut its new image .	<arg1> Celine Dion </arg1> <rel> helped </rel> <arg2> the newly solvent airline debut its new image At a presentation in the Toronto Pearson International Airport hangar </arg2>	-0.0006166244274936616
At least 11 villagers disappeared and 8 people were killed in the ensuing tsunami , two of which are prisoners at one of the Permisan prisons .	<arg1> At least 11 villagers </arg1> <rel> disappeared </rel> <arg2> </arg2>	-0.03936767578125
At least 11 villagers disappeared and 8 people were killed in the ensuing tsunami , two of which are prisoners at one of the Permisan prisons .	<arg1> 8 people </arg1> <rel> were killed </rel> <arg2> in the ensuing tsunami </arg2>	-0.008166249841451645
At least 11 villagers disappeared and 8 people were killed in the ensuing tsunami , two of which are prisoners at one of the Permisan prisons .	<arg1> two of which </arg1> <rel> are </rel> <arg2> prisoners at one of the Permisan prisons </arg2>	-0.02374563179910183
At no cost to the parents , these services are provided in compliance with state and federal law ; and are reasonably calculated to yield meaningful educational benefit and student progress .	<arg1> these services </arg1> <rel> are provided </rel> <arg2> in compliance with state and federal law At no cost to the parents </arg2>	-0.001610596664249897
At no cost to the parents , these services are provided in compliance with state and federal law ; and are reasonably calculated to yield meaningful educational benefit and student progress .	<arg1> these services </arg1> <rel> are reasonably calculated </rel> <arg2> to yield meaningful educational benefit and student progress </arg2>	-0.03719349578022957
At one point , Ballard is nearly possessed , but resists when she is given a drug and discovers that the spirits are attacking them as they believe that the humans are invaders and plan to exterminate the humans on Mars .	<arg1> Ballard </arg1> <rel> resists </rel> <arg2> when she is given a drug and discovers that the spirits are attacking them as they believe that the humans are invaders and plan to exterminate the humans on Mars </arg2>	-0.03852543234825134
At one point , Ballard is nearly possessed , but resists when she is given a drug and discovers that the spirits are attacking them as they believe that the humans are invaders and plan to exterminate the humans on Mars .	<arg1> Ballard </arg1> <rel> is possessed </rel> <arg2> At one point </arg2>	-0.06237209588289261
At one point , Ballard is nearly possessed , but resists when she is given a drug and discovers that the spirits are attacking them as they believe that the humans are invaders and plan to exterminate the humans on Mars .	<arg1> Ballard </arg1> <rel> is possessed </rel> <arg2> nearly </arg2>	-0.125578835606575
At one point , Ballard is nearly possessed , but resists when she is given a drug and discovers that the spirits are attacking them as they believe that the humans are invaders and plan to exterminate the humans on Mars .	<arg1> she </arg1> <rel> is given </rel> <arg2> a drug </arg2>	-0.15084101259708405
At one point , Ballard is nearly possessed , but resists when she is given a drug and discovers that the spirits are attacking them as they believe that the humans are invaders and plan to exterminate the humans on Mars .	<arg1> the spirits </arg1> <rel> are attacking </rel> <arg2> them as they believe that the humans are invaders and plan to exterminate the humans on Mars </arg2>	-0.05802469700574875
At one point , Ballard is nearly possessed , but resists when she is given a drug and discovers that the spirits are attacking them as they believe that the humans are invaders and plan to exterminate the humans on Mars .	<arg1> they </arg1> <rel> believe </rel> <arg2> that the humans are invaders and plan to exterminate the humans on Mars </arg2>	-0.06581445038318634
At one point , Ballard is nearly possessed , but resists when she is given a drug and discovers that the spirits are attacking them as they believe that the humans are invaders and plan to exterminate the humans on Mars .	<arg1> the humans </arg1> <rel> are </rel> <arg2> invaders and plan to exterminate the humans on Mars </arg2>	-0.12934821844100952
Barbara , however , unable to leave behind her vigilante life , fought a mugger and ultimately miscarried her child .	<arg1> Barbara </arg1> <rel> fought </rel> <arg2> a mugger </arg2>	-0.12323769181966782
Barbara , however , unable to leave behind her vigilante life , fought a mugger and ultimately miscarried her child .	<arg1> Barbara unable to leave behind her vigilante life </arg1> <rel> ultimately miscarried </rel> <arg2> her child ultimately </arg2>	-0.09932979196310043
Because Yesler Way marks the boundary between two different plats , the street grid north of Yesler does not line up with the neighborhood 's other streets , so the northern `` border '' of the district zigzags along numerous streets .	<arg1> Yesler Way </arg1> <rel> marks </rel> <arg2> the boundary between two different plats </arg2>	-0.01905030943453312
Because Yesler Way marks the boundary between two different plats , the street grid north of Yesler does not line up with the neighborhood 's other streets , so the northern `` border '' of the district zigzags along numerous streets .	<arg1> the street grid north of Yesler </arg1> <rel> does not line up </rel> <arg2> with the neighborhood 's other streets </arg2>	-0.017415132373571396
Because of Muhammad 's role in its formation , the alliance plays a significant role in Islamic ethics .	<arg1> the alliance </arg1> <rel> plays </rel> <arg2> a significant role in Islamic ethics </arg2>	-5.9954822063446045e-05
Because of his talents and training , Beast can outperform any Olympic-level athlete , contorting his body and performing aerial feats gracefully .	<arg1> Beast </arg1> <rel> can outperform </rel> <arg2> any Olympic-level athlete </arg2>	-0.01313331350684166
Because of his talents and training , Beast can outperform any Olympic-level athlete , contorting his body and performing aerial feats gracefully .	<arg1> Beast </arg1> <rel> can outperform </rel> <arg2> any Olympic-level athlete contorting his body and performing aerial feats gracefully </arg2>	-0.07024761289358139
Bruce 's Justice Lord counterpart was happily married to Wonder Woman as well until her Justice Lord counterpart killed him .	<arg1> Bruce 's Justice Lord counterpart </arg1> <rel> was happily married </rel> <arg2> to Wonder Woman until her Justice Lord counterpart killed him </arg2>	-0.05137529596686363
Burnham died of heart failure at the age of 86 , on September 1 , 1947 at his home in Santa , Barbara , California .	<arg1> Burnham </arg1> <rel> died </rel> <arg2> of heart failure at the age of 86 on September 1 , 1947 at his home in Santa , Barbara </arg2>	-0.03226348012685776
Burnham died of heart failure at the age of 86 , on September 1 , 1947 at his home in Santa , Barbara , California .	<arg1> Burnham </arg1> <rel> died </rel> <arg2> </arg2>	-0.0723084956407547
But this practice simply reduces government interest costs rather than truly canceling government debt , and can result in hyperinflation if used unsparingly .	<arg1> this practice </arg1> <rel> simply reduces </rel> <arg2> government interest costs rather than truly canceling government debt </arg2>	-0.05417743697762489
But this practice simply reduces government interest costs rather than truly canceling government debt , and can result in hyperinflation if used unsparingly .	<arg1> this practice </arg1> <rel> can result </rel> <arg2> in hyperinflation </arg2>	-0.04328446462750435
But this practice simply reduces government interest costs rather than truly canceling government debt , and can result in hyperinflation if used unsparingly .	<arg1> this practice </arg1> <rel> can result </rel> <arg2> in hyperinflation if used unsparingly </arg2>	-0.038361433893442154
By then , she was raising not only her own children but also her nephews , who had been orphaned by the plague .	<arg1> she </arg1> <rel> was raising </rel> <arg2> not only her own children but also her nephews By then </arg2>	-0.013554058037698269
By then , she was raising not only her own children but also her nephews , who had been orphaned by the plague .	<arg1> her nephews </arg1> <rel> had been orphaned </rel> <arg2> by the plague </arg2>	-0.04176522046327591
By this point , Simpson had returned to his mansion in Brentwood and had surrendered to police .	<arg1> Simpson </arg1> <rel> had returned </rel> <arg2> to his mansion in Brentwood By this point </arg2>	-0.014644565992057323
By this point , Simpson had returned to his mansion in Brentwood and had surrendered to police .	<arg1> Simpson </arg1> <rel> had surrendered </rel> <arg2> to police </arg2>	-0.023848330602049828
Byers states that global citizenship is a `` powerful term '' because `` people that invoke it do so to provoke and justify action , '' and encourages the attendees of his lecture to re-appropriate it in order for its meaning to have a positive purpose , based on idealistic values .	<arg1> Byers </arg1> <rel> states </rel> <arg2> that global citizenship is a `` powerful term '' because `` people that invoke it do so to provoke and justify action , '' and encourages the attendees of his lecture </arg2>	-0.03257095441222191
Byers states that global citizenship is a `` powerful term '' because `` people that invoke it do so to provoke and justify action , '' and encourages the attendees of his lecture to re-appropriate it in order for its meaning to have a positive purpose , based on idealistic values .	<arg1> its meaning </arg1> <rel> to have </rel> <arg2> a positive purpose , based on idealistic values </arg2>	-0.08405504375696182
